-1.776260495185852051e+00,-3.328995406627655029e-01,7.449112534523010254e-01,4.203638061881065369e-03,4.910847917199134827e-02,5.836645364761352539e-01,8.104975819587707520e-01,-3.964574337005615234e-01,3.571071326732635498e-01,1.428506821393966675e-01,8.178363442420959473e-01,-5.778372883796691895e-01,-1.306686848402023315e-01,-6.791628003120422363e-01,-2.970109879970550537e-01,4.448018670082092285e-01,7.473302483558654785e-01,-3.246713578701019287e-01,3.379255533218383789e-01,-5.063022375106811523e-01,-1.613050512969493866e-02,5.071998760104179382e-02,3.563051521778106689e-01,-3.114633560180664062e-01,1.045117259025573730e+00,2.130682766437530518e-02,2.762476503849029541e-01,-1.815577894449234009e-01,2.056343108415603638e-01,-3.523588180541992188e-01,7.038220018148422241e-02,9.630550146102905273e-01,-6.124786287546157837e-02,-1.836205869913101196e-01,-8.420813828706741333e-02
-1.775886297225952148e+00,-3.331386148929595947e-01,7.437779307365417480e-01,9.423631243407726288e-03,3.181712701916694641e-02,5.961627960205078125e-01,8.021775484085083008e-01,-3.940061032772064209e-01,3.589930832386016846e-01,9.419452399015426636e-02,8.392500281333923340e-01,-5.860522985458374023e-01,-1.305384784936904907e-01,-6.400769948959350586e-01,-3.021843135356903076e-01,4.108872711658477783e-01,7.631584405899047852e-01,-3.366535007953643799e-01,3.394347429275512695e-01,-5.441043376922607422e-01,-1.631610468029975891e-02,3.448900207877159119e-02,3.998992145061492920e-01,-3.569618463516235352e-01,1.117128849029541016e+00,1.580331474542617798e-02,2.000916898250579834e-01,-1.839264929294586182e-01,2.282536923885345459e-01,-3.963290750980377197e-01,5.466750636696815491e-02,1.010323643684387207e+00,6.531882099807262421e-03,-1.317994892597198486e-01,-6.993125379085540771e-02
-1.776023626327514648e+00,-3.338181376457214355e-01,7.437590956687927246e-01,1.181537099182605743e-02,2.968478575348854065e-02,5.954290628433227539e-01,8.027723431587219238e-01,-3.876936435699462891e-01,3.580236434936523438e-01,9.568537771701812744e-02,8.391044735908508301e-01,-5.853329896926879883e-01,-1.302370578050613403e-01,-6.351669430732727051e-01,-3.017575144767761230e-01,4.145313799381256104e-01,7.623905539512634277e-01,-3.356791436672210693e-01,3.403874635696411133e-01,-5.555803179740905762e-01,-1.742550358176231384e-02,1.305901445448398590e-02,4.063726961612701416e-01,-3.712373077869415283e-01,1.151705503463745117e+00,2.589672245085239410e-02,1.889377236366271973e-01,-1.780275851488113403e-01,2.348115742206573486e-01,-3.968694210052490234e-01,4.632557928562164307e-02,1.039010524749755859e+00,1.975713670253753662e-02,-1.270567625761032104e-01,-6.304419785737991333e-02
-1.776562094688415527e+00,-3.347591757774353027e-01,7.430959939956665039e-01,1.338847540318965912e-02,2.818166278302669525e-02,5.952154397964477539e-01,8.029602169990539551e-01,-3.856831192970275879e-01,3.598583340644836426e-01,9.885821491479873657e-02,8.424541354179382324e-01,-5.845974683761596680e-01,-1.274022012948989868e-01,-6.339721679687500000e-01,-3.022531569004058838e-01,4.158276617527008057e-01,7.642063498497009277e-01,-3.342564404010772705e-01,3.421012759208679199e-01,-5.599847435951232910e-01,-1.837923564016819000e-02,-9.559792466461658478e-03,4.113389849662780762e-01,-3.743861913681030273e-01,1.159498691558837891e+00,1.766671240329742432e-02,1.929034888744354248e-01,-1.764860302209854126e-01,2.394672483205795288e-01,-3.960248529911041260e-01,4.549286141991615295e-02,1.060335278511047363e+00,7.532676216214895248e-03,-1.212828606367111206e-01,-6.088918447494506836e-02
-1.777180910110473633e+00,-3.357968628406524658e-01,7.423166632652282715e-01,1.411847583949565887e-02,2.721621468663215637e-02,5.939546227455139160e-01,8.039140701293945312e-01,-3.869623541831970215e-01,3.589667379856109619e-01,9.721914678812026978e-02,8.486557006835937500e-01,-5.892460942268371582e-01,-1.276598572731018066e-01,-6.353024840354919434e-01,-3.003219664096832275e-01,4.197980165481567383e-01,7.657299041748046875e-01,-3.334090113639831543e-01,3.438462018966674805e-01,-5.571502447128295898e-01,-1.824947819113731384e-02,-3.234853968024253845e-02,4.139104485511779785e-01,-3.707414269447326660e-01,1.146374583244323730e+00,-1.200979386339895427e-05,2.109494358301162720e-01,-1.779963225126266479e-01,2.427409589290618896e-01,-3.960297107696533203e-01,5.410657078027725220e-02,1.070883870124816895e+00,-9.270771406590938568e-03,-1.181609779596328735e-01,-6.110572814941406250e-02
-1.777982831001281738e+00,-3.368308246135711670e-01,7.414315938949584961e-01,1.427307538688182831e-02,2.633148059248924255e-02,5.928567051887512207e-01,8.047508001327514648e-01,-3.891788125038146973e-01,3.607951998710632324e-01,9.808655083179473877e-02,8.555375933647155762e-01,-5.925454497337341309e-01,-1.251048296689987183e-01,-6.370320320129394531e-01,-2.980343699455261230e-01,4.232058525085449219e-01,7.670586705207824707e-01,-3.328817784786224365e-01,3.462236225605010986e-01,-5.524692535400390625e-01,-1.736937835812568665e-02,-5.343013629317283630e-02,4.141104817390441895e-01,-3.607435226440429688e-01,1.118328809738159180e+00,-3.317328914999961853e-02,2.231730073690414429e-01,-1.809686273336410522e-01,2.413829863071441650e-01,-3.968988358974456787e-01,6.577599793672561646e-02,1.073456883430480957e+00,-2.620756253600120544e-02,-1.092531606554985046e-01,-6.072790548205375671e-02
-1.778738260269165039e+00,-3.378737568855285645e-01,7.407057881355285645e-01,1.442646514624357224e-02,2.518622204661369324e-02,5.920662283897399902e-01,8.053664565086364746e-01,-3.910488486289978027e-01,3.625697493553161621e-01,9.777476638555526733e-02,8.616976737976074219e-01,-5.950346589088439941e-01,-1.234748288989067078e-01,-6.377288103103637695e-01,-2.960041463375091553e-01,4.252495765686035156e-01,7.678029537200927734e-01,-3.317939043045043945e-01,3.491924703121185303e-01,-5.472956299781799316e-01,-1.724357344210147858e-02,-7.250309735536575317e-02,4.118193089962005615e-01,-3.498204350471496582e-01,1.083095908164978027e+00,-6.761062145233154297e-02,2.411477565765380859e-01,-1.842256635427474976e-01,2.365638166666030884e-01,-3.977852761745452881e-01,7.332184910774230957e-02,1.067629933357238770e+00,-3.870851173996925354e-02,-1.003220453858375549e-01,-6.033207476139068604e-02
-1.779422998428344727e+00,-3.387391269207000732e-01,7.401804327964782715e-01,1.491853315383195877e-02,2.415890991687774658e-02,5.912395119667053223e-01,8.059960603713989258e-01,-3.919281959533691406e-01,3.634850978851318359e-01,9.854602813720703125e-02,8.666942715644836426e-01,-5.970870256423950195e-01,-1.213279813528060913e-01,-6.378678083419799805e-01,-2.945407927036285400e-01,4.279233813285827637e-01,7.682631611824035645e-01,-3.315224349498748779e-01,3.502321839332580566e-01,-5.432143211364746094e-01,-1.811236329376697540e-02,-8.770459890365600586e-02,4.079545438289642334e-01,-3.427855670452117920e-01,1.043197035789489746e+00,-9.956553578376770020e-02,2.589611411094665527e-01,-1.872744858264923096e-01,2.274409234523773193e-01,-3.978986144065856934e-01,8.004858344793319702e-02,1.053863883018493652e+00,-4.128858447074890137e-02,-9.922405332326889038e-02,-6.057419627904891968e-02
-1.780267000198364258e+00,-3.393575251102447510e-01,7.397565245628356934e-01,1.571180485188961029e-02,2.324867062270641327e-02,5.908046364784240723e-01,8.063265681266784668e-01,-3.923804163932800293e-01,3.645937144756317139e-01,9.984518587589263916e-02,8.722601532936096191e-01,-6.017073988914489746e-01,-1.150686815381050110e-01,-6.371758580207824707e-01,-2.942883372306823730e-01,4.303690493106842041e-01,7.683848738670349121e-01,-3.308750092983245850e-01,3.511050641536712646e-01,-5.406266450881958008e-01,-1.937781460583209991e-02,-1.009100899100303650e-01,4.039232432842254639e-01,-3.434727191925048828e-01,1.003304243087768555e+00,-1.236232519149780273e-01,2.670256495475769043e-01,-1.917608827352523804e-01,2.151286154985427856e-01,-3.990696966648101807e-01,8.950431644916534424e-02,1.033602595329284668e+00,-3.931936621665954590e-02,-1.055757030844688416e-01,-6.280348449945449829e-02
-1.780979156494140625e+00,-3.397764265537261963e-01,7.394155859947204590e-01,1.599978469312191010e-02,2.255262434482574463e-02,5.904968976974487305e-01,8.065660595893859863e-01,-3.936376273632049561e-01,3.625971376895904541e-01,9.662100672721862793e-02,8.757644891738891602e-01,-6.053949594497680664e-01,-1.153653711080551147e-01,-6.364734768867492676e-01,-2.939180731773376465e-01,4.322438240051269531e-01,7.678288221359252930e-01,-3.306637704372406006e-01,3.521382212638854980e-01,-5.396016836166381836e-01,-2.006689831614494324e-02,-1.123826205730438232e-01,4.015563428401947021e-01,-3.511202633380889893e-01,9.690546393394470215e-01,-1.282558739185333252e-01,2.722994387149810791e-01,-1.962105780839920044e-01,2.001302540302276611e-01,-4.010136723518371582e-01,9.923920780420303345e-02,1.007027745246887207e+00,-3.284926339983940125e-02,-1.130267083644866943e-01,-6.476952880620956421e-02
-1.781639218330383301e+00,-3.400866687297821045e-01,7.390183210372924805e-01,1.628170162439346313e-02,2.194699645042419434e-02,5.904650092124938965e-01,8.066004514694213867e-01,-3.948864042758941650e-01,3.628650605678558350e-01,9.668130427598953247e-02,8.793996572494506836e-01,-6.064861416816711426e-01,-1.151949092745780945e-01,-6.361431479454040527e-01,-2.940176427364349365e-01,4.329650402069091797e-01,7.681206464767456055e-01,-3.300521671772003174e-01,3.534592092037200928e-01,-5.399854779243469238e-01,-2.116106823086738586e-02,-1.210662201046943665e-01,4.007717669010162354e-01,-3.616902530193328857e-01,9.396920800209045410e-01,-1.241941973567008972e-01,2.670390307903289795e-01,-2.012350857257843018e-01,1.848573386669158936e-01,-4.055809676647186279e-01,1.077899709343910217e-01,9.725956320762634277e-01,-3.096856735646724701e-02,-1.137433424592018127e-01,-6.929085403680801392e-02
-1.782209157943725586e+00,-3.402345478534698486e-01,7.385178804397583008e-01,1.639075577259063721e-02,2.153532207012176514e-02,5.901924371719360352e-01,8.068088293075561523e-01,-3.960176408290863037e-01,3.632131516933441162e-01,9.631244093179702759e-02,8.829904794692993164e-01,-6.083474755287170410e-01,-1.155472323298454285e-01,-6.366738080978393555e-01,-2.936832308769226074e-01,4.340545833110809326e-01,7.690412998199462891e-01,-3.301160633563995361e-01,3.544123172760009766e-01,-5.398797392845153809e-01,-2.205611765384674072e-02,-1.277761310338973999e-01,4.005306661128997803e-01,-3.751339912414550781e-01,9.193782806396484375e-01,-1.135426163673400879e-01,2.579020857810974121e-01,-2.013434320688247681e-01,1.687778383493423462e-01,-4.121859073638916016e-01,1.198828741908073425e-01,9.355318546295166016e-01,-2.574856020510196686e-02,-1.118002682924270630e-01,-7.310628890991210938e-02
-1.782665252685546875e+00,-3.402047753334045410e-01,7.380989789962768555e-01,1.633464545011520386e-02,2.074269950389862061e-02,5.898569226264953613e-01,8.070760369300842285e-01,-3.953248858451843262e-01,3.667356669902801514e-01,9.967876225709915161e-02,8.853271603584289551e-01,-6.072015762329101562e-01,-1.142264306545257568e-01,-6.361987590789794922e-01,-2.926834225654602051e-01,4.348120689392089844e-01,7.696745395660400391e-01,-3.304350078105926514e-01,3.546096682548522949e-01,-5.397197008132934570e-01,-2.281557023525238037e-02,-1.326581984758377075e-01,3.988007605075836182e-01,-3.867823183536529541e-01,9.108935594558715820e-01,-1.013657376170158386e-01,2.541346251964569092e-01,-2.015217691659927368e-01,1.536757349967956543e-01,-4.192181229591369629e-01,1.321286410093307495e-01,8.980925083160400391e-01,-2.063676528632640839e-02,-1.140536069869995117e-01,-7.739672809839248657e-02
-1.783132433891296387e+00,-3.398992121219635010e-01,7.379553914070129395e-01,1.632335036993026733e-02,2.006774768233299255e-02,5.896514058113098145e-01,8.072435259819030762e-01,-3.947124481201171875e-01,3.696311414241790771e-01,1.027374789118766785e-01,8.884080648422241211e-01,-6.083261370658874512e-01,-1.094357818365097046e-01,-6.346954107284545898e-01,-2.925838828086853027e-01,4.349146485328674316e-01,7.687309384346008301e-01,-3.296831548213958740e-01,3.550395071506500244e-01,-5.391356945037841797e-01,-2.299476228654384613e-02,-1.370834559202194214e-01,3.946298658847808838e-01,-3.962938487529754639e-01,9.157202839851379395e-01,-9.204278886318206787e-02,2.494294792413711548e-01,-2.016017436981201172e-01,1.391928642988204956e-01,-4.265942871570587158e-01,1.438206285238265991e-01,8.643692135810852051e-01,-1.442399900406599045e-02,-1.178299039602279663e-01,-8.212499320507049561e-02
-1.783406853675842285e+00,-3.393673896789550781e-01,7.378057837486267090e-01,1.598835363984107971e-02,1.947181113064289093e-02,5.892037153244018555e-01,8.075916171073913574e-01,-3.933701813220977783e-01,3.711396455764770508e-01,1.040459051728248596e-01,8.890904188156127930e-01,-6.079471707344055176e-01,-1.112837642431259155e-01,-6.335582733154296875e-01,-2.917259335517883301e-01,4.348638355731964111e-01,7.678408622741699219e-01,-3.290784657001495361e-01,3.559967577457427979e-01,-5.380070805549621582e-01,-2.257548086345195770e-02,-1.392433196306228638e-01,3.899307548999786377e-01,-4.016468822956085205e-01,9.297884702682495117e-01,-8.217705041170120239e-02,2.471905350685119629e-01,-2.010847032070159912e-01,1.255614757537841797e-01,-4.334248006343841553e-01,1.537294983863830566e-01,8.349141478538513184e-01,-8.683187887072563171e-03,-1.234255284070968628e-01,-8.659943193197250366e-02
-1.783563256263732910e+00,-3.387767970561981201e-01,7.377093434333801270e-01,1.563773304224014282e-02,1.897838898003101349e-02,5.881994366645812988e-01,8.083419799804687500e-01,-3.920304179191589355e-01,3.727823793888092041e-01,1.058852300047874451e-01,8.908365964889526367e-01,-6.095209717750549316e-01,-1.098087057471275330e-01,-6.330085396766662598e-01,-2.901897132396697998e-01,4.357182681560516357e-01,7.669368982315063477e-01,-3.281674683094024658e-01,3.565042912960052490e-01,-5.352057814598083496e-01,-2.300283126533031464e-02,-1.390590220689773560e-01,3.858338296413421631e-01,-4.026622176170349121e-01,9.481814503669738770e-01,-7.450515031814575195e-02,2.457066625356674194e-01,-1.998328119516372681e-01,1.126782521605491638e-01,-4.392218291759490967e-01,1.625633090734481812e-01,8.122676014900207520e-01,-6.275161169469356537e-03,-1.267096251249313354e-01,-9.065412729978561401e-02
-1.783715367317199707e+00,-3.381296098232269287e-01,7.375966310501098633e-01,1.517489552497863770e-02,1.861163415014743805e-02,5.871313810348510742e-01,8.091353774070739746e-01,-3.918675184249877930e-01,3.730303049087524414e-01,1.055252254009246826e-01,8.938179612159729004e-01,-6.130576133728027344e-01,-1.091949418187141418e-01,-6.329322457313537598e-01,-2.887403964996337891e-01,4.360237121582031250e-01,7.661092281341552734e-01,-3.273968398571014404e-01,3.571590483188629150e-01,-5.327840447425842285e-01,-2.325502224266529083e-02,-1.345068067312240601e-01,3.833067715167999268e-01,-3.984481990337371826e-01,9.663554430007934570e-01,-6.783926486968994141e-02,2.434038817882537842e-01,-1.985337585210800171e-01,1.023992151021957397e-01,-4.442389905452728271e-01,1.704765111207962036e-01,7.945250272750854492e-01,-6.095750723034143448e-03,-1.287883371114730835e-01,-9.348878264427185059e-02
